Gene,GeneStableID,MGI_ID,UniProtID,GeneName,Category1,Subcategory,Comments,UniProt_function,PANTHER_ProteinClass,GO_CellularComponent,GO_MolecularFunction,KEGG_CytoChemoReceptor,TFdb_TranscrFact,PRRs_and_Effectors
Kitl,ENSMUSG00000019966,96974,P20826,Kit ligand,otherCellSurfaceProt,,,"Ligand for the receptor-type protein-tyrosine kinase KIT. Plays an essential role in the regulation of cell survival and proliferation, hematopoiesis, stem cell maintenance, gametogenesis, mast cell development, migration and function, and in melanogenesis. KITLG/SCF binding can activate several signaling pathways. Promotes phosphorylation of PIK3R1, the regulatory subunit of phosphatidylinositol 3-kinase, and subsequent activation of the kinase AKT1. KITLG/SCF and KIT also transmit signals via GRB2 and activation of RAS, RAF1 and the MAP kinases MAPK1/ERK2 and/or MAPK3/ERK1. KITLG/SCF and KIT promote activation of STAT family members STAT1, STAT3 and STAT5. KITLG/SCF and KIT promote activation of PLCG1, leading to the production of the cellular signaling molecules diacylglycerol and inositol 1,4,5-trisphosphate. KITLG/SCF acts synergistically with other cytokines, probably interleukins.",NA,"membrane,cytoplasm,plasma membrane,extracellular space,extracellular region,cytoskeleton,cell projection,lamellipodium,filopodium","stem cell factor receptor binding,protein binding,cytokine activity,growth factor activity",NA,NA,NA
Klrb1c,ENSMUSG00000030325,107538,P27814,Killer cell lectin-like receptor subfamily B member 1C,otherCellSurfaceProt,,,NA,transmembrane signal receptor(PC00197),"membrane,plasma membrane,external side of plasma membrane,cell surface","signaling receptor activity,carbohydrate binding,identical protein binding",NA,NA,NA
Klrc1,ENSMUSG00000030167,1336161,Q9Z202,"Killer cell lectin-like receptor subfamily C, member 1",otherCellSurfaceProt,,,NA,defense/immunity protein(PC00090),"membrane,plasma membrane,external side of plasma membrane,receptor complex","transmembrane signaling receptor activity,MHC class I protein complex binding,HLA-E specific inhibitory MHC class Ib receptor activity",NA,NA,NA
Klrc2,ENSMUSG00000052736,1336162,Q9WTJ9,"Killer cell lectin-like receptor subfamily C, member 2",otherCellSurfaceProt,,,NA,defense/immunity protein(PC00090),"membrane,plasma membrane,external side of plasma membrane,receptor complex","transmembrane signaling receptor activity,protein antigen binding,MHC class I protein complex binding,activating MHC class Ib receptor activity",NA,NA,NA
Klrc3,ENSMUSG00000033027,1929720,Q9QXN7,"Killer cell lectin-like receptor subfamily C, member 3",otherCellSurfaceProt,,,NA,defense/immunity protein(PC00090),"membrane,plasma membrane,external side of plasma membrane,receptor complex",transmembrane signaling receptor activity,NA,NA,NA
Klrd1,ENSMUSG00000030165,1196275,O54707,Natural killer cells antigen CD94,otherCellSurfaceProt,,,NA,defense/immunity protein(PC00090),"membrane,plasma membrane,external side of plasma membrane,receptor complex","carbohydrate binding,transmembrane signaling receptor activity,protein antigen binding,MHC class I protein complex binding,HLA-E specific inhibitory MHC class Ib receptor activity,MHC class Ib protein binding, via antigen binding groove",NA,NA,NA
Klri1,ENSMUSG00000067610,3530275,B2KG20,Killer cell lectin-like receptor subfamily I member 1,otherCellSurfaceProt,,,NA,defense/immunity protein(PC00090),"membrane,plasma membrane,external side of plasma membrane","carbohydrate binding,transmembrane signaling receptor activity",NA,NA,NA
Klri2,ENSMUSG00000043932,2443965,Q5DT36,Killer cell lectin-like receptor subfamily I member 2,otherCellSurfaceProt,,,NA,defense/immunity protein(PC00090),"membrane,plasma membrane,external side of plasma membrane","carbohydrate binding,transmembrane signaling receptor activity",NA,NA,NA
Klrk1,ENSMUSG00000030149,1196250,O54709,NKG2-D type II integral membrane protein,otherCellSurfaceProt,,,NA,NA,"membrane,plasma membrane,external side of plasma membrane,cell surface","protein binding,signaling receptor activity,carbohydrate binding,identical protein binding,MHC class I protein binding,MHC class Ib receptor activity,kinase binding",NA,NA,NA
Lag3,ENSMUSG00000030124,106588,Q61790,Lymphocyte activation gene 3 protein,otherCellSurfaceProt,,,"Lymphocyte activation gene 3 protein: Inhibitory receptor on antigen activated T-cells. Delivers inhibitory signals upon binding to ligands, such as FGL1. …",transmembrane signal receptor(PC00197),"membrane,external side of plasma membrane,plasma membrane,extracellular region","protein binding,transmembrane signaling receptor activity,MHC class II protein binding",NA,NA,NA
Lat,ENSMUSG00000030742,1342293,O54957,Linker for activation of T-cells family member 1,otherCellSurfaceProt,,,"Required for TCR (T-cell antigen receptor)- and pre-TCR-mediated signaling, both in mature T-cells and during their development. Involved in FCGR3 (low affinity immunoglobulin gamma Fc region receptor III)-mediated signaling in natural killer cells and FCER1 (high affinity immunoglobulin epsilon receptor)-mediated signaling in mast cells. Couples activation of these receptors and their associated kinases with distal intracellular events such as mobilization of intracellular calcium stores, PKC activation, MAPK activation or cytoskeletal reorganization through the recruitment of PLCG1, GRB2, GRAP2, and other signaling molecules.",NA,"membrane,immunological synapse,plasma membrane,Golgi apparatus,COP9 signalosome,cell-cell junction","protein binding,protein kinase binding,signaling receptor complex adaptor activity",NA,NA,NA
Lat2,ENSMUSG00000040751,1926479,Q9JHL0,Linker for activation of T-cells family member 2,otherCellSurfaceProt,,,Involved in FCER1 (high affinity immunoglobulin epsilon receptor)-mediated signaling in mast cells. May also be involved in BCR (B-cell antigen receptor)-mediated signaling in B-cells and FCGR1 (high affinity immunoglobulin gamma Fc receptor I)-mediated signaling in myeloid cells. Couples activation of these receptors and their associated kinases with distal intracellular events through the recruitment of GRB2.,NA,"membrane,plasma membrane,membrane raft",SH2 domain binding,NA,NA,NA
Lax1,ENSMUSG00000051998,2443362,Q8BHB3,Lymphocyte transmembrane adapter 1,otherCellSurfaceProt,,,Negatively regulates TCR (T-cell antigen receptor)-mediated signaling in T-cells and BCR (B-cell antigen receptor)-mediated signaling in B-cells.,defense/immunity protein(PC00090),"cytosol,membrane,plasma membrane,Golgi apparatus","protein kinase binding,SH2 domain binding",NA,NA,NA
Lilra5,ENSMUSG00000070873,3647196,D3Z7A9,"Leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 5",otherCellSurfaceProt,,,,immunoglobulin receptor superfamily(PC00124),"membrane,plasma membrane,extracellular space,cell surface",inhibitory MHC class I receptor activity,NA,NA,NA
Lilra6,ENSMUSG00000030427,1195969,A0A0B4J1F3,"Leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 6",otherCellSurfaceProt,,,NA,immunoglobulin receptor superfamily(PC00124),"plasma membrane,Fc-epsilon receptor I complex","IgM binding,signaling receptor binding,coreceptor activity,inhibitory MHC class I receptor activity",NA,NA,NA
Lilrb4a,ENSMUSG00000112148,NA,NA,NA,otherCellSurfaceProt,,,NA,NA,"membrane,plasma membrane,external side of plasma membrane,cell surface","protein phosphatase binding,apolipoprotein binding,phosphatase binding,fibronectin binding,transmembrane receptor protein tyrosine kinase inhibitor activity,signaling receptor inhibitor activity,integrin binding",NA,NA,NA
Lilrb4b,ENSMUSG00000112023,NA,NA,NA,otherCellSurfaceProt,,,NA,NA,"membrane,plasma membrane,cell surface","protein phosphatase binding,apolipoprotein binding,fibronectin binding,transmembrane receptor protein tyrosine kinase inhibitor activity,signaling receptor inhibitor activity",NA,NA,NA
Mill1,ENSMUSG00000054005,2179988,Q8HWE7,MHC class I-like protein MILL1,otherCellSurfaceProt,,,NA,major histocompatibility complex protein(PC00149),"membrane,external side of plasma membrane,extracellular space,plasma membrane,cell surface","protein binding,natural killer cell lectin-like receptor binding",NA,NA,NA
Mill2,ENSMUSG00000040987,2179989,Q8HWE5,MHC class I-like protein MILL2,otherCellSurfaceProt,,,NA,major histocompatibility complex protein(PC00149),"membrane,external side of plasma membrane,extracellular space,plasma membrane,cell surface","protein binding,natural killer cell lectin-like receptor binding",NA,NA,NA
Mog,ENSMUSG00000076439,97435,Q61885,Myelin-oligodendrocyte glycoprotein,otherCellSurfaceProt,,,Minor component of the myelin sheath. May be involved in completion and/or maintenance of the myelin sheath and in cell-cell communication. Mediates homophilic cell-cell adhesion.,immunoglobulin receptor superfamily(PC00124),membrane,NA,NA,NA,NA
Mpig6b,ENSMUSG00000073414,2146995,D7PDD4,Megakaryocyte and platelet inhibitory receptor G6b,otherCellSurfaceProt,,,"Inhibitory receptor that acts as a critical regulator of hematopoietic lineage differentiation, megakaryocyte function and platelet production",transmembrane signal receptor(PC00197),"integral component of membrane,membrane,cytosol,nucleoplasm,plasma membrane,Golgi apparatus,endoplasmic reticulum",protein binding,NA,NA,NA
Mr1,ENSMUSG00000026471,1195463,Q8HWB0,Major histocompatibility complex class I-related gene protein,otherCellSurfaceProt,,,"Antigen-presenting molecule specialized in displaying microbial pyrimidine-based metabolites to alpha-beta T cell receptors (TCR) on innate-type mucosal-associated invariant T (MAIT) cells. In complex with B2M preferentially presents riboflavin-derived metabolites to semi-invariant TRAV1 TCRs on MAIT cells, guiding immune surveillance of the microbial metabolome at mucosal epithelial barriers",major histocompatibility complex protein(PC00149),"membrane,Golgi membrane,Golgi apparatus,external side of plasma membrane,extracellular space,plasma membrane,endoplasmic reticulum,endoplasmic reticulum membrane,early endosome membrane,endosome,late endosome membrane,MHC class I protein complex","beta-2-microglobulin binding,T cell receptor binding",NA,NA,NA
Ms4a1,ENSMUSG00000024673,88321,P19437,B-lymphocyte antigen CD20,otherCellSurfaceProt,,,"B-lymphocyte-specific membrane protein that plays a role in the regulation of cellular calcium influx necessary for the development, differentiation, and activation of B-lymphocytes. Functions as a store-operated calcium (SOC) channel component promoting calcium influx after activation by the B-cell receptor/BCR.",transporter(PC00227),"integral component of membrane,integral component of plasma membrane,nucleoplasm,membrane,plasma membrane,external side of plasma membrane,cell surface,plasma membrane raft","identical protein binding,epidermal growth factor receptor binding,immunoglobulin binding",NA,NA,NA
Ms4a2,ENSMUSG00000024680,95495,P20490,High affinity immunoglobulin epsilon receptor subunit beta,otherCellSurfaceProt,,,"High affinity receptor that binds to the Fc region of immunoglobulins epsilon. Aggregation of FCER1 by multivalent antigens is required for the full mast cell response, including the release of preformed mediators (such as histamine) by degranulation and de novo production of lipid mediators and cytokines. Also mediates the secretion of important lymphokines. Binding of allergen to receptor-bound IgE leads to cell activation and the release of mediators responsible for the manifestations of allergy.",transporter(PC00227),"integral component of plasma membrane,Fc-epsilon receptor I complex,membrane,integral component of membrane,plasma membrane,external side of plasma membrane,endosome,membrane raft","IgE binding,protein kinase binding,phosphoprotein binding,SH2 domain binding,IgE receptor activity",NA,NA,NA
Nfam1,ENSMUSG00000058099,1921289,Q8R4V1,NFAT activation molecule 1,otherCellSurfaceProt,,,May function in immune system as a receptor which activates via the calcineurin/NFAT-signaling pathway the downstream cytokine gene promoters. Activates the transcription of IL-13 and TNF-alpha promoters (By similarity).,NA,"integral component of membrane,membrane,plasma membrane,cell surface,membrane raft",transmembrane signaling receptor activity,NA,NA,NA
Notch1,ENSMUSG00000026923,97363,Q01705,Neurogenic locus notch homolog protein 1,otherCellSurfaceProt,,,"Functions as a receptor for membrane-bound ligands Jagged-1 (JAG1), Jagged-2 (JAG2) and Delta-1 (DLL1) to regulate cell-fate determination. … Involved in the maturation of both CD4+ and CD8+ cells in the thymus. ",NA,"integral component of membrane,nucleus,cytoplasm,membrane,plasma membrane,cell periphery,cell surface,Golgi apparatus,apical plasma membrane,cytoskeleton,lamellipodium,endoplasmic reticulum,ruffle,adherens junction,cytoplasmic vesicle,endoplasmic reticulum membrane,cytosol,receptor complex,nucleoplasm,extracellular region,acrosomal vesicle,Golgi membrane,MAML1-RBP-Jkappa- ICN1 complex","protein binding,calcium ion binding,signaling receptor activity,chromatin binding,metal ion binding,identical protein binding,enzyme inhibitor activity,transcription coactivator activity,enzyme binding,transmembrane signaling receptor activity,chromatin DNA binding,Notch binding,transcription regulator activator activity",NA,TFcofactor,NA
Notch2,ENSMUSG00000027878,97364,O35516,Neurogenic locus notch homolog protein 2,otherCellSurfaceProt,,,"Functions as a receptor for membrane-bound ligands Jagged-1 (JAG1), Jagged-2 (JAG2) and Delta-1 (DLL1) to regulate cell-fate determination",extracellular matrix glycoprotein(PC00100),"integral component of membrane,receptor complex,nucleus,nucleoplasm,cytoplasm,membrane,plasma membrane,cell surface,extracellular matrix,cytosol,cilium,extracellular region","protein binding,calcium ion binding,signaling receptor activity,enzyme binding,NF-kappaB binding",NA,TFcofactor,NA
Pag1,ENSMUSG00000027508,2443160,Q3U1F9,Phosphoprotein associated with glycosphingolipid-enriched microdomains 1,otherCellSurfaceProt,,,"Negatively regulates TCR (T-cell antigen receptor)-mediated signaling in T-cells and FCER1 (high affinity immunoglobulin epsilon receptor)-mediated signaling in mast cells. Promotes CSK activation and recruitment to lipid rafts, which results in LCK inhibition. Inhibits immunological synapse formation by preventing dynamic arrangement of lipid raft proteins.",NA,"plasma membrane,membrane raft,membrane","protein binding,SH2 domain binding",NA,NA,NA
Pdcd1,ENSMUSG00000026285,104879,Q02242,Programmed cell death protein 1,otherCellSurfaceProt,,,Inhibitory receptor on antigen activated T-cells that plays a critical role in induction and maintenance of immune tolerance to self,NA,"integral component of membrane,membrane,external side of plasma membrane,plasma membrane",protein binding,NA,NA,NA
Pdcd1lg2,ENSMUSG00000016498,1930125,Q9WUL5,Programmed cell death 1 ligand 2,otherCellSurfaceProt,,,Involved in the costimulatory signal essential for T-cell proliferation and IFNG production in a PDCD1-independent manner. Interaction with PDCD1 inhibits T-cell proliferation by blocking cell cycle progression and cytokine production.,immunoglobulin receptor superfamily(PC00124),"membrane,external side of plasma membrane,plasma membrane",protein binding,NA,NA,NA
Pira12,ENSMUSG00000074417,NA,NA,NA,otherCellSurfaceProt,,,NA,NA,"plasma membrane,Fc-epsilon receptor I complex","IgM binding,signaling receptor binding,coreceptor activity,inhibitory MHC class I receptor activity",NA,NA,NA
Pira13,ENSMUSG00000074419,NA,NA,NA,otherCellSurfaceProt,,,NA,NA,"plasma membrane,Fc-epsilon receptor I complex","IgM binding,signaling receptor binding,coreceptor activity,inhibitory MHC class I receptor activity",NA,NA,NA
Pira2,ENSMUSG00000089942,1195970,F8VQ94,Paired-Ig-like receptor A2,otherCellSurfaceProt,,,no info,immunoglobulin receptor superfamily(PC00124),"plasma membrane,Fc-epsilon receptor I complex","IgM binding,signaling receptor binding,coreceptor activity,inhibitory MHC class I receptor activity",NA,NA,NA
Pirb,ENSMUSG00000058818,894311,P97484,Leukocyte immunoglobulin-like receptor subfamily B member 3,otherCellSurfaceProt,,,no info,immunoglobulin receptor superfamily(PC00124),"cytoplasm,membrane,plasma membrane,extracellular space,external side of plasma membrane,cell surface","protein-containing complex binding,protein binding,inhibitory MHC class I receptor activity,protein homodimerization activity,cell adhesion molecule binding,MHC class I protein binding,protein phosphatase 1 binding,MHC class Ib receptor activity,amyloid-beta binding,MHC class I receptor activity,SH2 domain binding,MHC class Ib protein binding,MHC class Ib protein complex binding,HLA-A specific inhibitory MHC class I receptor activity,HLA-B specific inhibitory MHC class I receptor activity",NA,NA,NA
Pram1,ENSMUSG00000032739,3576625,Q6BCL1,PML-RARA-regulated adapter molecule 1,otherCellSurfaceProt,,,May be involved in integrin signaling in neutrophils. Binds to PtdIns4P.,scaffold/adaptor protein(PC00226),"plasma membrane,protein-containing complex","protein binding,lipid binding,protein kinase binding",NA,NA,NA
Psg16,ENSMUSG00000066760,1347249,Q8K0U8,Pregnancy-specific glycoprotein 16,otherCellSurfaceProt,,,no info,immunoglobulin receptor superfamily(PC00124),cell surface,molecular_function,NA,NA,NA
Psg17,ENSMUSG00000004540,1347250,Q62056,Pregnancy-specific glycoprotein,otherCellSurfaceProt,,,no info,immunoglobulin receptor superfamily(PC00124),"cytosol,plasma membrane,apical plasma membrane","protein binding,heparan sulfate proteoglycan binding",NA,NA,NA
Psg18,ENSMUSG00000003505,1347251,B2RSG7,Pregnancy-specific glycoprotein 18,otherCellSurfaceProt,,,no info,cell adhesion molecule(PC00069),"plasma membrane,cell surface",protein tyrosine kinase binding,NA,NA,NA
Psg19,ENSMUSG00000004542,1347252,Q4KL31,Pregnancy-specific glycoprotein 19,otherCellSurfaceProt,,,no info,immunoglobulin receptor superfamily(PC00124),"cellular_component,cytosol,plasma membrane,apical plasma membrane",molecular_function,NA,NA,NA
Psg20,ENSMUSG00000063305,1891352,E9Q9B4,Pregnancy-specific glycoprotein 20,otherCellSurfaceProt,,,no info,immunoglobulin receptor superfamily(PC00124),"cellular_component,cytosol,extracellular space,cell surface,plasma membrane,apical plasma membrane","molecular_function,protein heterodimerization activity",NA,NA,NA
Psg21,ENSMUSG00000070796,1891353,Q9DAV5,Pregnancy-specific glycoprotein 21,otherCellSurfaceProt,,,no info,immunoglobulin receptor superfamily(PC00124),"cellular_component,cytosol,plasma membrane,apical plasma membrane",molecular_function,NA,NA,NA
Psg22,ENSMUSG00000044903,1891354,Q810J1,Pregnancy-specific glycoprotein 22,otherCellSurfaceProt,,,no info,cell adhesion molecule(PC00069),"plasma membrane,cell surface,extracellular region","protein tyrosine kinase binding,syndecan binding",NA,NA,NA
Psg23,ENSMUSG00000074359,1891355,Q9D2U0,Pregnancy-specific glycoprotein 23,otherCellSurfaceProt,,,no info,immunoglobulin receptor superfamily(PC00124),"cellular_component,cytosol,plasma membrane,apical plasma membrane",heparan sulfate proteoglycan binding,NA,NA,NA
Psg25,ENSMUSG00000070798,1891357,Q497W1,Pregnancy-specific glycoprotein 25,otherCellSurfaceProt,,,no info,immunoglobulin receptor superfamily(PC00124),"cellular_component,cytosol,plasma membrane,apical plasma membrane",molecular_function,NA,NA,NA
Psg26,ENSMUSG00000070799,1891358,Q4KL65,Pregnancy-specific glycoprotein 26,otherCellSurfaceProt,,,no info,immunoglobulin receptor superfamily(PC00124),"cellular_component,cytosol,plasma membrane,apical plasma membrane",molecular_function,NA,NA,NA
Psg27,ENSMUSG00000070797,1891359,Q497W2,Pregnancy-specific glycoprotein 27,otherCellSurfaceProt,,,no info,immunoglobulin receptor superfamily(PC00124),"cellular_component,cytosol,plasma membrane,apical plasma membrane",molecular_function,NA,NA,NA
Psg28,ENSMUSG00000030373,1891360,Q4KL66,Pregnancy-specific glycoprotein 28,otherCellSurfaceProt,,,no info,immunoglobulin receptor superfamily(PC00124),"cellular_component,cytosol,plasma membrane,apical plasma membrane",molecular_function,NA,NA,NA
Psg29,ENSMUSG00000023159,1891361,Q3URN6,Pregnancy-specific glycoprotein 29,otherCellSurfaceProt,,,no info,cell adhesion molecule(PC00069),"cytosol,plasma membrane,cell surface,apical plasma membrane",protein tyrosine kinase binding,NA,NA,NA
Raet1d,ENSMUSG00000078452,1861032,Q9JI58,Retinoic acid early-inducible protein 1-delta,otherCellSurfaceProt,,,Acts as a ligand for KLRK1.,major histocompatibility complex protein(PC00149),"membrane,external side of plasma membrane,extracellular space,plasma membrane,cell surface,intracellular membrane-bounded organelle","protein binding,natural killer cell lectin-like receptor binding",NA,NA,NA
Raet1e,ENSMUSG00000053219,2675273,Q9CZQ6,Retinoic acid early-inducible protein 1-epsilon,otherCellSurfaceProt,,,Acts as a ligand for KLRK1.,major histocompatibility complex protein(PC00149),"membrane,external side of plasma membrane,extracellular space,plasma membrane,intracellular membrane-bounded organelle",natural killer cell lectin-like receptor binding,NA,NA,NA
Sele,ENSMUSG00000026582,98278,Q00690,E-selectin,otherCellSurfaceProt,,,Cell-surface glycoprotein having a role in immunoadhesion. Mediates in the adhesion of blood neutrophils in cytokine-activated endothelium through interaction with SELPLG/PSGL1,complement component(PC00078),"membrane,external side of plasma membrane,extracellular space,plasma membrane,perinuclear region of cytoplasm,membrane raft,cortical cytoskeleton,caveola,clathrin-coated pit","calcium ion binding,metal ion binding,carbohydrate binding,sialic acid binding,transmembrane signaling receptor activity,oligosaccharide binding,phospholipase binding",NA,NA,NA
Sell,ENSMUSG00000026581,98279,P18337,L-selectin,otherCellSurfaceProt,,,Calcium-dependent lectin that mediates cell adhesion by binding to glycoproteins on neighboring cells. Mediates the adherence of lymphocytes to endothelial cells of high endothelial venules in peripheral lymph nodes,complement component(PC00078),"membrane,external side of plasma membrane,plasma membrane,cell surface","metal ion binding,carbohydrate binding,protein binding,calcium ion binding,protease binding,cell adhesion molecule binding,oligosaccharide binding,glycolipid binding",NA,NA,NA
Selp,ENSMUSG00000026580,98280,Q01102,P-selectin,otherCellSurfaceProt,,,Ca2+-dependent receptor for myeloid cells that binds to carbohydrates on neutrophils and monocytes. Mediates the interaction of activated endothelial cells or platelets with leukocytes. The ligand recognized is sialyl-Lewis X. Mediates rapid rolling of leukocyte rolling over vascular surfaces during the initial steps in inflammation through interaction with SELPLG.,complement component(PC00078),"membrane,external side of plasma membrane,extracellular space,plasma membrane,platelet alpha granule membrane","calcium ion binding,protein binding,metal ion binding,heparin binding,carbohydrate binding,sialic acid binding,oligosaccharide binding,calcium-dependent protein binding,lipopolysaccharide binding,fucose binding",NA,NA,NA
Selplg,ENSMUSG00000048163,106689,Q62170,P-selectin glycoprotein ligand 1,otherCellSurfaceProt,,,"A SLe(x)-type proteoglycan, which through high affinity, calcium-dependent interactions with E- and P-selectins, mediates rapid rolling of leukocytes over vascular surfaces during the initial steps in inflammation. Critical for the initial leukocyte capture.",NA,membrane,NA,NA,NA,NA
Siglec1,ENSMUSG00000027322,99668,Q62230,Sialoadhesin,otherCellSurfaceProt,,,"Macrophage-restricted adhesion molecule that mediates sialic-acid dependent binding to lymphocytes, including granulocytes, monocytes, natural killer cells, B-cells and CD8 T-cells. Plays a crucial role in limiting bacterial dissemination by engaging sialylated bacteria to promote effective phagocytosis and antigen presentation for the adaptive immune response (PubMed:24788876). Mediates the uptake of various enveloped viruses via sialic acid recognition and subsequently induces the formation of intracellular compartments filled with virions (VCCs)(PubMed:26370074). In turn, enhances macrophage-to-T-cell transmission of several viruses including murine leukemia virus (PubMed:26370074). Acts as an endocytic receptor mediating clathrin dependent endocytosis. Preferentially binds to alpha-2,3-linked sialic acid (By similarity). Binds to SPN/CD43 on T-cells (By similarity). May play a role in hemopoiesis. Plays a role in the inhibition of antiviral innate immune by promoting TBK1 degradation via TYROBP and TRIM27-mediated ubiquitination (By similarity).",NA,membrane,NA,NA,NA,NA
Siglec15,ENSMUSG00000091055,3646642,A7E1W8,SIGLEC-I,otherCellSurfaceProt,,,no info,NA,"membrane,plasma membrane,protein-containing complex",protein binding,NA,NA,NA
Siglech,ENSMUSG00000051504,2443256,B7ZMQ6,Sialic acid-binding Ig-like lectin H,otherCellSurfaceProt,,,no info,immunoglobulin superfamily cell adhesion molecule(PC00125),"plasma membrane,cell surface,membrane",cargo receptor activity,NA,NA,NA
Sirpa,ENSMUSG00000037902,108563,P97797,Tyrosine-protein phosphatase non-receptor type substrate 1,otherCellSurfaceProt,,,Immunoglobulin-like cell surface receptor for CD47,transmembrane signal receptor(PC00197),"membrane,plasma membrane,cell surface","protein binding,SH3 domain binding,protein tyrosine kinase binding,protein phosphatase binding,protein antigen binding,GTPase regulator activity,protein phosphorylated amino acid binding,protein binding involved in heterotypic cell-cell adhesion,cell-cell adhesion mediator activity",NA,NA,NA
Sirpb1a,ENSMUSG00000095788,2444824,A0A0A6YYP6,Signal-regulatory protein beta 1A,otherCellSurfaceProt,,,no info,transmembrane signal receptor(PC00197),"membrane,plasma membrane",molecular_function,NA,NA,NA
Sirpb1b,ENSMUSG00000095028,3779828,A0A0A6YXN8,Signal-regulatory protein beta 1B,otherCellSurfaceProt,,,no info,transmembrane signal receptor(PC00197),"membrane,plasma membrane",molecular_function,NA,NA,NA
Sirpb1c,ENSMUSG00000074677,3807521,K7N6K7,Signal-regulatory protein beta 1C,otherCellSurfaceProt,,,no info,transmembrane signal receptor(PC00197),"plasma membrane,membrane",molecular_function,NA,NA,NA
Sit1,ENSMUSG00000028460,1889342,Q8C503,Signaling threshold-regulating transmembrane adapter 1,otherCellSurfaceProt,,,Negatively regulates T-cell antigen receptor (TCR)-mediated signaling. Involved in positive selection of T-cells.,scaffold/adaptor protein(PC00226),"membrane,plasma membrane",kinase binding,NA,NA,NA
Slamf6,ENSMUSG00000015314,1353620,Q9ET39,SLAM family member 6,otherCellSurfaceProt,,,"Self-ligand receptor of the signaling lymphocytic activation molecule (SLAM) family. SLAM receptors triggered by homo- or heterotypic cell-cell interactions are modulating the activation and differentiation of a wide variety of immune cells and thus are involved in the regulation and interconnection of both innate and adaptive immune response. Activities are controlled by presence or absence of small cytoplasmic adapter proteins, SH2D1A/SAP and/or SH2D1B/EAT-2 (PubMed:19648922). Triggers cytolytic activity only in natural killer cells (NK) expressing high surface densities of natural cytotoxicity receptors (By similarity). Positive signaling in NK cells implicates phosphorylation of VAV1. NK cell activation seems to depend on SH2D1B and not on SH2D1A (By similarity).In conjunction with SLAMF1 controls the transition between positive selection and the subsequent expansion and differentiation of the thymocytic natural killer T (NKT) cell lineage (PubMed:18031695). Promotes T cell differentiation into a helper T-cell Th17 phenotype leading to increased IL-17 secretion; the costimulatory activity requires SH2D1A (By similarity). Promotes recruitment of RORC to the IL-17 promoter (By similarity). In conjunction with SLAMF1 and CD84/SLAMF5 may be a negative regulator of the humoral immune response (PubMed:25926831). In the absence of SH2D1A/SAP can transmit negative signals to CD4+ T-cells and NKT cells. Negatively regulates germinal center formation by inhibiting T-cell:B-cell adhesion; the function probably implicates increased association with PTPN6/SHP-1 via ITSMs in absence of SH2D1A/SAP (PubMed:22683125). However, reported to mediated T-cell adhesion, to participate in stable T-cell:B-cell interactions and to be involved in maintaining B-cell tolerance in germinal centers and in preventing autoimmunity (PubMed:20153220, PubMed:25801429). Involved in regulation of autoimmunity. Isoform 3 may be suppressor of pathogenic T-cell proliferation (PubMed:21422172).",immunoglobulin receptor superfamily(PC00124),"membrane,external side of plasma membrane,plasma membrane",NA,NA,NA,NA
Slamf7,ENSMUSG00000038179,1922595,Q8BHK6,SLAM family member 7,otherCellSurfaceProt,,,"Self-ligand receptor of the signaling lymphocytic activation molecule (SLAM) family. SLAM receptors triggered by homo- or heterotypic cell-cell interactions are modulating the activation and differentiation of a wide variety of immune cells and thus are involved in the regulation and interconnection of both innate and adaptive immune response. Activities are controlled by presence or absence of small cytoplasmic adapter proteins, SH2D1A/SAP and/or SH2D1B/EAT-2 (PubMed:19648922). Mediates natural killer (NK) cell activation through a SH2D1A-independent extracellular signal-regulated ERK-mediated pathway (By similarity). Positively regulates NK cell functions by a mechanism dependent on the adapter SH2D1B. In addition to heterotypic NK cells-target cells interactions also homotypic interactions between NK cells may contribute to activation. However, in the absence of SH2D1B, inhibits NK cell function. Acts also inhibitory in T-cells (PubMed:19151721). May play a role in lymphocyte adhesion (By similarity). In LPS-activated monocytes negatively regulates production of pro-inflammatory cytokines (By similarity).",immunoglobulin receptor superfamily(PC00124),membrane,NA,NA,NA,NA
Slamf9,ENSMUSG00000026548,1923692,Q9D780,SLAM family member 9,otherCellSurfaceProt,,,May play a role in the immune response.,immunoglobulin receptor superfamily(PC00124),"membrane,cell surface",NA,NA,NA,NA
Tarm1,ENSMUSG00000053338,2442280,B6A8R8,"T-cell-interacting, activating receptor on myeloid cells protein 1",otherCellSurfaceProt,,,NA,immunoglobulin receptor superfamily(PC00124),"membrane,plasma membrane",immunoglobulin receptor binding,NA,NA,NA
Thy1,ENSMUSG00000032011,98747,P01831,Thy-1 membrane glycoprotein,otherCellSurfaceProt,,,May play a role in cell-cell or cell-ligand interactions during synaptogenesis and other events in the brain.,cell adhesion molecule(PC00069),"cytosol,membrane,external side of plasma membrane,plasma membrane,cell surface,apical plasma membrane,growth cone,endoplasmic reticulum,dendrite,membrane raft,myelin sheath,neuronal cell body membrane,dendrite membrane,axolemma","integrin binding,GTPase activator activity,GPI anchor binding,protein kinase binding,enzyme binding",NA,NA,NA
