"ProteinID","GeneID","GeneSymbol","Description","GO_Terms","Species","Immune_Source"
"ENSGALP00010002613","ENSGALG00010001897","TLR7","toll like receptor 7 [Source:NCBI gene (formerly Entrezgene);Acc:418638]","activation of innate immune response; immune system process; innate immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010002615","ENSGALG00010001897","TLR7","toll like receptor 7 [Source:NCBI gene (formerly Entrezgene);Acc:418638]","activation of innate immune response; immune system process; innate immune response; toll-like receptor 7 signaling pathway; toll-like receptor 8 signaling pathway; toll-like receptor signaling pathway","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010002617","ENSGALG00010001897","TLR7","toll like receptor 7 [Source:NCBI gene (formerly Entrezgene);Acc:418638]","activation of innate immune response; immune system process; innate immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010002620","ENSGALG00010001897","TLR7","toll like receptor 7 [Source:NCBI gene (formerly Entrezgene);Acc:418638]","activation of innate immune response; immune system process; innate immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010002639","ENSGALG00010001906","SKAP2","src kinase associated phosphoprotein 2 [Source:UniProtKB Gene Name;Acc:A0A3Q2TY01]","B cell activation","Chicken","biomartGO"
"ENSGALP00010002641","ENSGALG00010001906","SKAP2","src kinase associated phosphoprotein 2 [Source:UniProtKB Gene Name;Acc:A0A3Q2TY01]","B cell activation","Chicken","biomartGO"
"ENSGALP00010002642","ENSGALG00010001906","SKAP2","src kinase associated phosphoprotein 2 [Source:UniProtKB Gene Name;Acc:A0A3Q2TY01]","B cell activation","Chicken","biomartGO"
"ENSGALP00010002644","ENSGALG00010001906","SKAP2","src kinase associated phosphoprotein 2 [Source:UniProtKB Gene Name;Acc:A0A3Q2TY01]","B cell activation","Chicken","biomartGO"
"ENSGALP00010002695","ENSGALG00010001941","IL6","interleukin 6 [Source:NCBI gene (formerly Entrezgene);Acc:395337]","immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010002718","ENSGALG00010001958","RAB11FIP2","RAB11 family interacting protein 2 [Source:UniProtKB Gene Name;Acc:E1BT89]","TRAM-dependent toll-like receptor 4 signaling pathway","Chicken","biomartGO"
"ENSGALP00010002851","ENSGALG00010002122","","","antigen processing and presentation of peptide antigen via MHC class I; immune response; immune system process","Chicken","biomartGO"
"ENSGALP00010002935","ENSGALG00010002177","FBXO9","F-box protein 9 [Source:NCBI gene (formerly Entrezgene);Acc:421895]","innate immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010002975","ENSGALG00010002225","PRDX3","peroxiredoxin 3 [Source:UniProtKB Gene Name;Acc:A0A8V0X8L4]","","Chicken","AvianImmunome"
"ENSGALP00010002977","ENSGALG00010002225","PRDX3","peroxiredoxin 3 [Source:UniProtKB Gene Name;Acc:A0A8V0X8L4]","","Chicken","AvianImmunome"
"ENSGALP00010002978","ENSGALG00010002225","PRDX3","peroxiredoxin 3 [Source:UniProtKB Gene Name;Acc:A0A8V0X8L4]","","Chicken","AvianImmunome"
"ENSGALP00010002979","ENSGALG00010002225","PRDX3","peroxiredoxin 3 [Source:UniProtKB Gene Name;Acc:A0A8V0X8L4]","","Chicken","AvianImmunome"
"ENSGALP00010002980","ENSGALG00010002225","PRDX3","peroxiredoxin 3 [Source:UniProtKB Gene Name;Acc:A0A8V0X8L4]","","Chicken","AvianImmunome"
"ENSGALP00010002993","ENSGALG00010002239","AGPAT5","1-acylglycerol-3-phosphate O-acyltransferase 5 [Source:UniProtKB Gene Name;Acc:A0A8V0XBQ5]","","Chicken","AvianImmunome"
"ENSGALP00010002999","ENSGALG00010002247","RFTN1","raftlin, lipid raft linker 1 [Source:NCBI gene (formerly Entrezgene);Acc:395109]","B cell receptor signaling pathway; T cell receptor signaling pathway; toll-like receptor 3 signaling pathway","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010003001","ENSGALG00010002247","RFTN1","raftlin, lipid raft linker 1 [Source:NCBI gene (formerly Entrezgene);Acc:395109]","","Chicken","AvianImmunome"
"ENSGALP00010003009","ENSGALG00010002247","RFTN1","raftlin, lipid raft linker 1 [Source:NCBI gene (formerly Entrezgene);Acc:395109]","","Chicken","AvianImmunome"
"ENSGALP00010003020","ENSGALG00010002274","","","antigen processing and presentation of peptide antigen via MHC class I; immune system process","Chicken","biomartGO"
"ENSGALP00010003022","ENSGALG00010002274","","","antigen processing and presentation of peptide antigen via MHC class I; immune response; immune system process","Chicken","biomartGO"
"ENSGALP00010003041","ENSGALG00010002285","CAV1","caveolin 1 [Source:NCBI gene (formerly Entrezgene);Acc:373996]","T cell costimulation; toll-like receptor 4 signaling pathway","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010003044","ENSGALG00010002281","TGFBR2","transforming growth factor beta receptor 2 [Source:NCBI gene (formerly Entrezgene);Acc:396399]","","Chicken","AvianImmunome"
"ENSGALP00010003047","ENSGALG00010002281","TGFBR2","transforming growth factor beta receptor 2 [Source:NCBI gene (formerly Entrezgene);Acc:396399]","","Chicken","AvianImmunome"
"ENSGALP00010003049","ENSGALG00010002281","TGFBR2","transforming growth factor beta receptor 2 [Source:NCBI gene (formerly Entrezgene);Acc:396399]","Langerhans cell differentiation","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010003052","ENSGALG00010002281","TGFBR2","transforming growth factor beta receptor 2 [Source:NCBI gene (formerly Entrezgene);Acc:396399]","","Chicken","AvianImmunome"
"ENSGALP00010003053","ENSGALG00010002281","TGFBR2","transforming growth factor beta receptor 2 [Source:NCBI gene (formerly Entrezgene);Acc:396399]","","Chicken","AvianImmunome"
"ENSGALP00010003057","ENSGALG00010002281","TGFBR2","transforming growth factor beta receptor 2 [Source:NCBI gene (formerly Entrezgene);Acc:396399]","","Chicken","AvianImmunome"
"ENSGALP00010003079","ENSGALG00010002303","","","antigen processing and presentation of peptide antigen via MHC class I; immune response; immune system process","Chicken","biomartGO"
"ENSGALP00010003089","ENSGALG00010002311","","","antigen processing and presentation of peptide antigen via MHC class I; immune response; immune system process","Chicken","biomartGO"
"ENSGALP00010003096","ENSGALG00010002321","","","antigen processing and presentation of peptide antigen via MHC class I; immune response; immune system process","Chicken","biomartGO"
"ENSGALP00010003108","ENSGALG00010002333","MHCYL","","antigen processing and presentation of peptide antigen via MHC class I; immune response; immune system process","Chicken","biomartGO"
"ENSGALP00010003114","ENSGALG00010002332","XG","Xg glycoprotein (Xg blood group) [Source:UniProtKB Gene Name;Acc:A0A8V0XER4]","T cell extravasation","Chicken","biomartGO"
"ENSGALP00010003123","ENSGALG00010002337","MHCY2B1","major histocompatibility complex Y, class II beta 1 [Source:NCBI gene (formerly Entrezgene);Acc:101748499]","adaptive immune response; antigen processing and presentation; antigen processing and presentation of exogenous peptide antigen via MHC class II; antigen processing and presentation of peptide or polysaccharide antigen via MHC class II; immune response; immune system process","Chicken","biomartGO"
"ENSGALP00010003125","ENSGALG00010002337","MHCY2B1","major histocompatibility complex Y, class II beta 1 [Source:NCBI gene (formerly Entrezgene);Acc:101748499]","antigen processing and presentation; immune response","Chicken","biomartGO"
"ENSGALP00010003126","ENSGALG00010002338","CD99","CD99 molecule (chicken D blood group) [Source:NCBI gene (formerly Entrezgene);Acc:418662]","","Chicken","AvianImmunome"
"ENSGALP00010003128","ENSGALG00010002338","CD99","CD99 molecule (chicken D blood group) [Source:NCBI gene (formerly Entrezgene);Acc:418662]","","Chicken","AvianImmunome"
"ENSGALP00010003129","ENSGALG00010002338","CD99","CD99 molecule (chicken D blood group) [Source:NCBI gene (formerly Entrezgene);Acc:418662]","T cell extravasation","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010003168","ENSGALG00010002351","MHCY2B7","","adaptive immune response; antigen processing and presentation; antigen processing and presentation of exogenous peptide antigen via MHC class II; antigen processing and presentation of peptide or polysaccharide antigen via MHC class II; immune response; immune system process","Chicken","biomartGO"
"ENSGALP00010003169","ENSGALG00010002351","MHCY2B7","","adaptive immune response; antigen processing and presentation; antigen processing and presentation of peptide or polysaccharide antigen via MHC class II; immune response; immune system process","Chicken","biomartGO"
"ENSGALP00010003170","ENSGALG00010002351","MHCY2B7","","adaptive immune response; antigen processing and presentation; antigen processing and presentation of peptide or polysaccharide antigen via MHC class II; immune response; immune system process","Chicken","biomartGO"
"ENSGALP00010003171","ENSGALG00010002351","MHCY2B7","","adaptive immune response; antigen processing and presentation; antigen processing and presentation of peptide or polysaccharide antigen via MHC class II; immune response; immune system process","Chicken","biomartGO"
"ENSGALP00010003172","ENSGALG00010002351","MHCY2B7","","adaptive immune response; antigen processing and presentation; antigen processing and presentation of peptide or polysaccharide antigen via MHC class II; immune response; immune system process","Chicken","biomartGO"
"ENSGALP00010003308","ENSGALG00010002386","MHCY2B2","major histocompatibility complex Y, class II beta 2 [Source:NCBI gene (formerly Entrezgene);Acc:425256]","adaptive immune response; antigen processing and presentation; antigen processing and presentation of peptide or polysaccharide antigen via MHC class II; immune response; immune system process","Chicken","biomartGO"
"ENSGALP00010003310","ENSGALG00010002386","MHCY2B2","major histocompatibility complex Y, class II beta 2 [Source:NCBI gene (formerly Entrezgene);Acc:425256]","antigen processing and presentation; immune response","Chicken","biomartGO"
"ENSGALP00010003312","ENSGALG00010002386","MHCY2B2","major histocompatibility complex Y, class II beta 2 [Source:NCBI gene (formerly Entrezgene);Acc:425256]","adaptive immune response; antigen processing and presentation; antigen processing and presentation of exogenous peptide antigen via MHC class II; antigen processing and presentation of peptide or polysaccharide antigen via MHC class II; immune response; immune system process","Chicken","biomartGO"
"ENSGALP00010003379","ENSGALG00010002407","","","adaptive immune response; antigen processing and presentation; antigen processing and presentation of peptide or polysaccharide antigen via MHC class II; immune response; immune system process","Chicken","biomartGO"
"ENSGALP00010003383","ENSGALG00010002407","","","adaptive immune response; antigen processing and presentation; antigen processing and presentation of exogenous peptide antigen via MHC class II; antigen processing and presentation of peptide or polysaccharide antigen via MHC class II; immune response; immune system process","Chicken","biomartGO"
"ENSGALP00010003384","ENSGALG00010002407","","","adaptive immune response; antigen processing and presentation; antigen processing and presentation of peptide or polysaccharide antigen via MHC class II; immune response; immune system process","Chicken","biomartGO"
"ENSGALP00010003388","ENSGALG00010002414","MHCY4","","antigen processing and presentation of peptide antigen via MHC class I; immune response; immune system process","Chicken","biomartGO"
"ENSGALP00010003418","ENSGALG00010002423","","","antigen processing and presentation of peptide antigen via MHC class I; immune response; immune system process","Chicken","biomartGO"
"ENSGALP00010003450","ENSGALG00010002436","MHCY4","","antigen processing and presentation of peptide antigen via MHC class I; immune system process","Chicken","biomartGO"
"ENSGALP00010003452","ENSGALG00010002436","MHCY4","","antigen processing and presentation of peptide antigen via MHC class I; immune system process","Chicken","biomartGO"
"ENSGALP00010003454","ENSGALG00010002436","MHCY4","","antigen processing and presentation of peptide antigen via MHC class I; immune response; immune system process","Chicken","biomartGO"
"ENSGALP00010003508","ENSGALG00010002453","TOP2B","DNA topoisomerase II beta [Source:UniProtKB Gene Name;Acc:A0A8V0X601]","B cell differentiation","Chicken","biomartGO"
"ENSGALP00010003511","ENSGALG00010002459","G3BP2","G3BP stress granule assembly factor 2 [Source:UniProtKB Gene Name;Acc:A0A1D5PCV7]","immune system process; innate immune response","Chicken","biomartGO"
"ENSGALP00010003521","ENSGALG00010002459","G3BP2","G3BP stress granule assembly factor 2 [Source:UniProtKB Gene Name;Acc:A0A1D5PCV7]","immune system process; innate immune response","Chicken","biomartGO"
"ENSGALP00010003523","ENSGALG00010002459","G3BP2","G3BP stress granule assembly factor 2 [Source:UniProtKB Gene Name;Acc:A0A1D5PCV7]","immune system process; innate immune response","Chicken","biomartGO"
"ENSGALP00010003530","ENSGALG00010002457","","","antigen processing and presentation of peptide antigen via MHC class I; immune response; immune system process","Chicken","biomartGO"
"ENSGALP00010003545","ENSGALG00010002472","CDC37","cell division cycle 37 [Source:NCBI gene (formerly Entrezgene);Acc:395430]","","Chicken","AvianImmunome"
"ENSGALP00010003551","ENSGALG00010002472","CDC37","cell division cycle 37 [Source:NCBI gene (formerly Entrezgene);Acc:395430]","","Chicken","AvianImmunome"
"ENSGALP00010003554","ENSGALG00010002473","","","antigen processing and presentation of peptide antigen via MHC class I; immune response; immune system process","Chicken","biomartGO"
"ENSGALP00010003555","ENSGALG00010002472","CDC37","cell division cycle 37 [Source:NCBI gene (formerly Entrezgene);Acc:395430]","","Chicken","AvianImmunome"
"ENSGALP00010003561","ENSGALG00010002472","CDC37","cell division cycle 37 [Source:NCBI gene (formerly Entrezgene);Acc:395430]","","Chicken","AvianImmunome"
"ENSGALP00010003564","ENSGALG00010002472","CDC37","cell division cycle 37 [Source:NCBI gene (formerly Entrezgene);Acc:395430]","","Chicken","AvianImmunome"
"ENSGALP00010003647","ENSGALG00010002557","","","T cell receptor signaling pathway","Chicken","biomartGO"
"ENSGALP00010003682","ENSGALG00010002575","BGV","BG antigen V-region-like, MHCB region [Source:NCBI gene (formerly Entrezgene);Acc:417047]","T cell receptor signaling pathway","Chicken","biomartGO"
"ENSGALP00010003703","ENSGALG00010002584","","","T cell receptor signaling pathway","Chicken","biomartGO"
"ENSGALP00010003711","ENSGALG00010002587","DOCK1","dedicator of cytokinesis 1 [Source:UniProtKB Gene Name;Acc:A0A8V0XAN4]","","Chicken","AvianImmunome"
"ENSGALP00010003718","ENSGALG00010002587","DOCK1","dedicator of cytokinesis 1 [Source:UniProtKB Gene Name;Acc:A0A8V0XAN4]","","Chicken","AvianImmunome"
"ENSGALP00010003722","ENSGALG00010002587","DOCK1","dedicator of cytokinesis 1 [Source:UniProtKB Gene Name;Acc:A0A8V0XAN4]","","Chicken","AvianImmunome"
"ENSGALP00010003753","ENSGALG00010002605","EOMES","eomesodermin [Source:NCBI gene (formerly Entrezgene);Acc:428443]","","Chicken","AvianImmunome"
"ENSGALP00010003755","ENSGALG00010002592","RPS6KA3","ribosomal protein S6 kinase A3 [Source:UniProtKB Gene Name;Acc:A0A1D5NWT4]","toll-like receptor signaling pathway","Chicken","biomartGO"
"ENSGALP00010003779","ENSGALG00010002619","RAB6A","RAB6A, member RAS onco family [Source:NCBI gene (formerly Entrezgene);Acc:419063]","","Chicken","AvianImmunome"
"ENSGALP00010003780","ENSGALG00010002619","RAB6A","RAB6A, member RAS onco family [Source:NCBI gene (formerly Entrezgene);Acc:419063]","","Chicken","AvianImmunome"
"ENSGALP00010003782","ENSGALG00010002619","RAB6A","RAB6A, member RAS onco family [Source:NCBI gene (formerly Entrezgene);Acc:419063]","","Chicken","AvianImmunome"
"ENSGALP00010003783","ENSGALG00010002619","RAB6A","RAB6A, member RAS onco family [Source:NCBI gene (formerly Entrezgene);Acc:419063]","antigen processing and presentation","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010003785","ENSGALG00010002619","RAB6A","RAB6A, member RAS onco family [Source:NCBI gene (formerly Entrezgene);Acc:419063]","","Chicken","AvianImmunome"
"ENSGALP00010003786","ENSGALG00010002622","AZI2","5-azacytidine induced 2 [Source:UniProtKB Gene Name;Acc:A0A8V0XDU8]","","Chicken","AvianImmunome"
"ENSGALP00010003789","ENSGALG00010002622","AZI2","5-azacytidine induced 2 [Source:UniProtKB Gene Name;Acc:A0A8V0XDU8]","T cell activation","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010003790","ENSGALG00010002619","RAB6A","RAB6A, member RAS onco family [Source:NCBI gene (formerly Entrezgene);Acc:419063]","","Chicken","AvianImmunome"
"ENSGALP00010003792","ENSGALG00010002619","RAB6A","RAB6A, member RAS onco family [Source:NCBI gene (formerly Entrezgene);Acc:419063]","","Chicken","AvianImmunome"
"ENSGALP00010003795","ENSGALG00010002619","RAB6A","RAB6A, member RAS onco family [Source:NCBI gene (formerly Entrezgene);Acc:419063]","","Chicken","AvianImmunome"
"ENSGALP00010003796","ENSGALG00010002619","RAB6A","RAB6A, member RAS onco family [Source:NCBI gene (formerly Entrezgene);Acc:419063]","","Chicken","AvianImmunome"
"ENSGALP00010003807","ENSGALG00010002626","CHD7","chromodomain helicase DNA binding protein 7 [Source:NCBI gene (formerly Entrezgene);Acc:421140]","T cell differentiation","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010003808","ENSGALG00010002628","TRIM7.2","tripartite motif containing 7.1, MHCB region [Source:NCBI gene (formerly Entrezgene);Acc:425772]","innate immune response","Chicken","biomartGO"
"ENSGALP00010003810","ENSGALG00010002626","CHD7","chromodomain helicase DNA binding protein 7 [Source:NCBI gene (formerly Entrezgene);Acc:421140]","","Chicken","AvianImmunome"
"ENSGALP00010003905","ENSGALG00010002722","TRIM7.1","tripartite motif containing 7.1, MHCB region [Source:NCBI gene (formerly Entrezgene);Acc:417040]","innate immune response","Chicken","biomartGO"
"ENSGALP00010003928","ENSGALG00010002747","FUT9","fucosyltransferase 9 [Source:NCBI gene (formerly Entrezgene);Acc:771133]","","Chicken","AvianImmunome"
"ENSGALP00010003929","ENSGALG00010002747","FUT9","fucosyltransferase 9 [Source:NCBI gene (formerly Entrezgene);Acc:771133]","","Chicken","AvianImmunome"
"ENSGALP00010003930","ENSGALG00010002747","FUT9","fucosyltransferase 9 [Source:NCBI gene (formerly Entrezgene);Acc:771133]","","Chicken","AvianImmunome"
