"ProteinID","GeneID","GeneSymbol","Description","GO_Terms","Species","Immune_Source"
"ENSGALP00010005575","ENSGALG00010004065","TIFA","TRAF interacting protein with forkhead associated domain [Source:UniProtKB Gene Name;Acc:A0A3Q2UFA6]","cytoplasmic pattern recognition receptor signaling pathway; innate immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010005577","ENSGALG00010004065","TIFA","TRAF interacting protein with forkhead associated domain [Source:UniProtKB Gene Name;Acc:A0A3Q2UFA6]","immune system process; innate immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010005578","ENSGALG00010004065","TIFA","TRAF interacting protein with forkhead associated domain [Source:UniProtKB Gene Name;Acc:A0A3Q2UFA6]","immune system process; innate immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010005579","ENSGALG00010004070","ARL11","ARF like GTPase 11 [Source:UniProtKB Gene Name;Acc:F1N8V9]","","Chicken","AvianImmunome"
"ENSGALP00010005580","ENSGALG00010004070","ARL11","ARF like GTPase 11 [Source:UniProtKB Gene Name;Acc:F1N8V9]","","Chicken","AvianImmunome"
"ENSGALP00010005581","ENSGALG00010004070","ARL11","ARF like GTPase 11 [Source:UniProtKB Gene Name;Acc:F1N8V9]","","Chicken","AvianImmunome"
"ENSGALP00010005582","ENSGALG00010004070","ARL11","ARF like GTPase 11 [Source:UniProtKB Gene Name;Acc:F1N8V9]","","Chicken","AvianImmunome"
"ENSGALP00010005596","ENSGALG00010004085","RB1CC1","RB1 inducible coiled-coil 1 [Source:UniProtKB Gene Name;Acc:E1C330]","innate immune response","Chicken","biomartGO"
"ENSGALP00010005640","ENSGALG00010004122","TRIM55","tripartite motif containing 55 [Source:NCBI gene (formerly Entrezgene);Acc:420166]","diapedesis; innate immune response; leukocyte migration involved in inflammatory response; macrophage activation; macrophage migration","Chicken","biomartGO"
"ENSGALP00010005695","ENSGALG00010004158","JCHAIN","joining chain of multimeric IgA and IgM [Source:NCBI gene (formerly Entrezgene);Acc:374117]","","Chicken","AvianImmunome"
"ENSGALP00010005696","ENSGALG00010004158","JCHAIN","joining chain of multimeric IgA and IgM [Source:NCBI gene (formerly Entrezgene);Acc:374117]","adaptive immune response; antibacterial humoral response; humoral immune response; innate immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010005714","ENSGALG00010004188","BMI1","BMI1 proto-onco, polycomb ring finger [Source:NCBI gene (formerly Entrezgene);Acc:493647]","humoral immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010005716","ENSGALG00010004188","BMI1","BMI1 proto-onco, polycomb ring finger [Source:NCBI gene (formerly Entrezgene);Acc:493647]","","Chicken","AvianImmunome"
"ENSGALP00010005727","ENSGALG00010004210","SYNCRIP","synaptotagmin binding cytoplasmic RNA interacting protein [Source:NCBI gene (formerly Entrezgene);Acc:421831]","","Chicken","AvianImmunome"
"ENSGALP00010005731","ENSGALG00010004210","SYNCRIP","synaptotagmin binding cytoplasmic RNA interacting protein [Source:NCBI gene (formerly Entrezgene);Acc:421831]","","Chicken","AvianImmunome"
"ENSGALP00010005734","ENSGALG00010004210","SYNCRIP","synaptotagmin binding cytoplasmic RNA interacting protein [Source:NCBI gene (formerly Entrezgene);Acc:421831]","","Chicken","AvianImmunome"
"ENSGALP00010005736","ENSGALG00010004210","SYNCRIP","synaptotagmin binding cytoplasmic RNA interacting protein [Source:NCBI gene (formerly Entrezgene);Acc:421831]","","Chicken","AvianImmunome"
"ENSGALP00010005738","ENSGALG00010004210","SYNCRIP","synaptotagmin binding cytoplasmic RNA interacting protein [Source:NCBI gene (formerly Entrezgene);Acc:421831]","","Chicken","AvianImmunome"
"ENSGALP00010005740","ENSGALG00010004210","SYNCRIP","synaptotagmin binding cytoplasmic RNA interacting protein [Source:NCBI gene (formerly Entrezgene);Acc:421831]","","Chicken","AvianImmunome"
"ENSGALP00010005757","ENSGALG00010004228","IL21","interleukin 21 [Source:NCBI gene (formerly Entrezgene);Acc:554218]","immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010005768","ENSGALG00010004232","IL2","interleukin 15 [Source:NCBI gene (formerly Entrezgene);Acc:373958]","immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010005769","ENSGALG00010004232","IL2","interleukin 15 [Source:NCBI gene (formerly Entrezgene);Acc:373958]","CD8-positive, alpha-beta T cell activation; immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010005844","ENSGALG00010004265","PIP4K2A","phosphatidylinositol-5-phosphate 4-kinase type 2 alpha [Source:NCBI gene (formerly Entrezgene);Acc:420504]","","Chicken","AvianImmunome"
"ENSGALP00010005845","ENSGALG00010004265","PIP4K2A","phosphatidylinositol-5-phosphate 4-kinase type 2 alpha [Source:NCBI gene (formerly Entrezgene);Acc:420504]","","Chicken","AvianImmunome"
"ENSGALP00010005846","ENSGALG00010004265","PIP4K2A","phosphatidylinositol-5-phosphate 4-kinase type 2 alpha [Source:NCBI gene (formerly Entrezgene);Acc:420504]","","Chicken","AvianImmunome"
"ENSGALP00010005847","ENSGALG00010004265","PIP4K2A","phosphatidylinositol-5-phosphate 4-kinase type 2 alpha [Source:NCBI gene (formerly Entrezgene);Acc:420504]","","Chicken","AvianImmunome"
"ENSGALP00010005848","ENSGALG00010004265","PIP4K2A","phosphatidylinositol-5-phosphate 4-kinase type 2 alpha [Source:NCBI gene (formerly Entrezgene);Acc:420504]","","Chicken","AvianImmunome"
"ENSGALP00010005851","ENSGALG00010004281","VIM","vimentin [Source:NCBI gene (formerly Entrezgene);Acc:420519]","","Chicken","AvianImmunome"
"ENSGALP00010005852","ENSGALG00010004281","VIM","vimentin [Source:NCBI gene (formerly Entrezgene);Acc:420519]","","Chicken","AvianImmunome"
"ENSGALP00010005871","ENSGALG00010004309","TPD52","tumor protein D52 [Source:UniProtKB Gene Name;Acc:A0A8V0XJC2]","","Chicken","AvianImmunome"
"ENSGALP00010005898","ENSGALG00010004330","STX7","syntaxin 7 [Source:NCBI gene (formerly Entrezgene);Acc:426930]","","Chicken","AvianImmunome"
"ENSGALP00010005956","ENSGALG00010004365","TPD52","tumor protein D52 [Source:NCBI gene (formerly Entrezgene);Acc:770339]","","Chicken","AvianImmunome"
"ENSGALP00010005958","ENSGALG00010004364","TSHR","thyroid stimulating hormone receptor [Source:NCBI gene (formerly Entrezgene);Acc:428900]","","Chicken","AvianImmunome"
"ENSGALP00010005963","ENSGALG00010004365","TPD52","tumor protein D52 [Source:NCBI gene (formerly Entrezgene);Acc:770339]","","Chicken","AvianImmunome"
"ENSGALP00010005968","ENSGALG00010004365","TPD52","tumor protein D52 [Source:NCBI gene (formerly Entrezgene);Acc:770339]","B cell differentiation","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010005971","ENSGALG00010004364","TSHR","thyroid stimulating hormone receptor [Source:NCBI gene (formerly Entrezgene);Acc:428900]","B cell differentiation","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010005972","ENSGALG00010004365","TPD52","tumor protein D52 [Source:NCBI gene (formerly Entrezgene);Acc:770339]","","Chicken","AvianImmunome"
"ENSGALP00010005974","ENSGALG00010004365","TPD52","tumor protein D52 [Source:NCBI gene (formerly Entrezgene);Acc:770339]","","Chicken","AvianImmunome"
"ENSGALP00010005977","ENSGALG00010004364","TSHR","thyroid stimulating hormone receptor [Source:NCBI gene (formerly Entrezgene);Acc:428900]","","Chicken","AvianImmunome"
"ENSGALP00010005978","ENSGALG00010004365","TPD52","tumor protein D52 [Source:NCBI gene (formerly Entrezgene);Acc:770339]","","Chicken","AvianImmunome"
"ENSGALP00010005982","ENSGALG00010004365","TPD52","tumor protein D52 [Source:NCBI gene (formerly Entrezgene);Acc:770339]","","Chicken","AvianImmunome"
"ENSGALP00010005983","ENSGALG00010004365","TPD52","tumor protein D52 [Source:NCBI gene (formerly Entrezgene);Acc:770339]","","Chicken","AvianImmunome"
"ENSGALP00010005986","ENSGALG00010004365","TPD52","tumor protein D52 [Source:NCBI gene (formerly Entrezgene);Acc:770339]","","Chicken","AvianImmunome"
"ENSGALP00010005990","ENSGALG00010004378","TRIM28","tripartite motif containing 28 [Source:NCBI gene (formerly Entrezgene);Acc:107050474]","innate immune response","Chicken","biomartGO"
"ENSGALP00010006056","ENSGALG00010004443","ANKRD17","ankyrin repeat domain 17 [Source:UniProtKB Gene Name;Acc:A0A8V0XPF6]","immune system process; innate immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010006059","ENSGALG00010004443","ANKRD17","ankyrin repeat domain 17 [Source:UniProtKB Gene Name;Acc:A0A8V0XPF6]","immune system process; innate immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010006063","ENSGALG00010004443","ANKRD17","ankyrin repeat domain 17 [Source:UniProtKB Gene Name;Acc:A0A8V0XPF6]","immune system process; innate immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010006067","ENSGALG00010004443","ANKRD17","ankyrin repeat domain 17 [Source:UniProtKB Gene Name;Acc:A0A8V0XPF6]","","Chicken","AvianImmunome"
"ENSGALP00010006068","ENSGALG00010004443","ANKRD17","ankyrin repeat domain 17 [Source:UniProtKB Gene Name;Acc:A0A8V0XPF6]","immune system process; innate immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010006137","ENSGALG00010004533","PAG1","phosphoprotein membrane anchor with glycosphingolipid microdomains 1 [Source:UniProtKB Gene Name;Acc:A0A8V0XMU9]","","Chicken","AvianImmunome"
"ENSGALP00010006138","ENSGALG00010004533","PAG1","phosphoprotein membrane anchor with glycosphingolipid microdomains 1 [Source:UniProtKB Gene Name;Acc:A0A8V0XMU9]","","Chicken","AvianImmunome"
"ENSGALP00010006139","ENSGALG00010004533","PAG1","phosphoprotein membrane anchor with glycosphingolipid microdomains 1 [Source:UniProtKB Gene Name;Acc:A0A8V0XMU9]","","Chicken","AvianImmunome"
"ENSGALP00010006140","ENSGALG00010004533","PAG1","phosphoprotein membrane anchor with glycosphingolipid microdomains 1 [Source:UniProtKB Gene Name;Acc:A0A8V0XMU9]","","Chicken","AvianImmunome"
"ENSGALP00010006178","ENSGALG00010004591","RRS1","ribosome biosis regulator 1 homolog [Source:UniProtKB Gene Name;Acc:A0A8V0XK68]","","Chicken","AvianImmunome"
"ENSGALP00010006276","ENSGALG00010004736","CD47","CD47 molecule [Source:NCBI gene (formerly Entrezgene);Acc:418408]","","Chicken","AvianImmunome"
"ENSGALP00010006279","ENSGALG00010004736","CD47","CD47 molecule [Source:NCBI gene (formerly Entrezgene);Acc:418408]","","Chicken","AvianImmunome"
"ENSGALP00010006281","ENSGALG00010004736","CD47","CD47 molecule [Source:NCBI gene (formerly Entrezgene);Acc:418408]","","Chicken","AvianImmunome"
"ENSGALP00010006282","ENSGALG00010004746","LYN","LYN proto-onco, Src family tyrosine kinase [Source:NCBI gene (formerly Entrezgene);Acc:421127]","immune system process; innate immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010006283","ENSGALG00010004746","LYN","LYN proto-onco, Src family tyrosine kinase [Source:NCBI gene (formerly Entrezgene);Acc:421127]","immune system process; innate immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010006285","ENSGALG00010004736","CD47","CD47 molecule [Source:NCBI gene (formerly Entrezgene);Acc:418408]","","Chicken","AvianImmunome"
"ENSGALP00010006288","ENSGALG00010004746","LYN","LYN proto-onco, Src family tyrosine kinase [Source:NCBI gene (formerly Entrezgene);Acc:421127]","immune system process; innate immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010006291","ENSGALG00010004746","LYN","LYN proto-onco, Src family tyrosine kinase [Source:NCBI gene (formerly Entrezgene);Acc:421127]","immune system process; innate immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010006293","ENSGALG00010004746","LYN","LYN proto-onco, Src family tyrosine kinase [Source:NCBI gene (formerly Entrezgene);Acc:421127]","immune system process; innate immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010006295","ENSGALG00010004758","FLT3","fms related receptor tyrosine kinase 3 [Source:UniProtKB Gene Name;Acc:A0A8V0XNA4]","","Chicken","AvianImmunome"
"ENSGALP00010006296","ENSGALG00010004746","LYN","LYN proto-onco, Src family tyrosine kinase [Source:NCBI gene (formerly Entrezgene);Acc:421127]","","Chicken","AvianImmunome"
"ENSGALP00010006303","ENSGALG00010004758","FLT3","fms related receptor tyrosine kinase 3 [Source:UniProtKB Gene Name;Acc:A0A8V0XNA4]","B cell differentiation","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010006306","ENSGALG00010004746","LYN","LYN proto-onco, Src family tyrosine kinase [Source:NCBI gene (formerly Entrezgene);Acc:421127]","immune system process; innate immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010006309","ENSGALG00010004746","LYN","LYN proto-onco, Src family tyrosine kinase [Source:NCBI gene (formerly Entrezgene);Acc:421127]","B cell homeostasis; B cell receptor signaling pathway; Fc receptor mediated stimulatory signaling pathway; immune system process; innate immune response; toll-like receptor 4 signaling pathway","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010006310","ENSGALG00010004746","LYN","LYN proto-onco, Src family tyrosine kinase [Source:NCBI gene (formerly Entrezgene);Acc:421127]","","Chicken","AvianImmunome"
"ENSGALP00010006325","ENSGALG00010004787","RIOK3","RIO kinase 3 [Source:UniProtKB Gene Name;Acc:A0A8V0XND6]","immune system process; innate immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010006342","ENSGALG00010004808","THEMIS","thymocyte selection associated [Source:UniProtKB Gene Name;Acc:A0A8V0XDY2]","","Chicken","AvianImmunome"
"ENSGALP00010006343","ENSGALG00010004808","THEMIS","thymocyte selection associated [Source:UniProtKB Gene Name;Acc:A0A8V0XDY2]","T cell receptor signaling pathway; negative T cell selection; positive T cell selection","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010006344","ENSGALG00010004808","THEMIS","thymocyte selection associated [Source:UniProtKB Gene Name;Acc:A0A8V0XDY2]","","Chicken","AvianImmunome"
"ENSGALP00010006345","ENSGALG00010004824","ATM","ATM serine/threonine kinase [Source:NCBI gene (formerly Entrezgene);Acc:395401]","","Chicken","AvianImmunome"
"ENSGALP00010006348","ENSGALG00010004835","HHLA2","HHLA2 member of B7 family [Source:UniProtKB Gene Name;Acc:A0A8V0XKP2]","","Chicken","AvianImmunome"
"ENSGALP00010006349","ENSGALG00010004835","HHLA2","HHLA2 member of B7 family [Source:UniProtKB Gene Name;Acc:A0A8V0XKP2]","","Chicken","AvianImmunome"
"ENSGALP00010006350","ENSGALG00010004835","HHLA2","HHLA2 member of B7 family [Source:UniProtKB Gene Name;Acc:A0A8V0XKP2]","","Chicken","AvianImmunome"
"ENSGALP00010006351","ENSGALG00010004824","ATM","ATM serine/threonine kinase [Source:NCBI gene (formerly Entrezgene);Acc:395401]","V(D)J recombination; immune system process","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010006352","ENSGALG00010004835","HHLA2","HHLA2 member of B7 family [Source:UniProtKB Gene Name;Acc:A0A8V0XKP2]","","Chicken","AvianImmunome"
"ENSGALP00010006354","ENSGALG00010004835","HHLA2","HHLA2 member of B7 family [Source:UniProtKB Gene Name;Acc:A0A8V0XKP2]","","Chicken","AvianImmunome"
"ENSGALP00010006356","ENSGALG00010004835","HHLA2","HHLA2 member of B7 family [Source:UniProtKB Gene Name;Acc:A0A8V0XKP2]","","Chicken","AvianImmunome"
"ENSGALP00010006358","ENSGALG00010004835","HHLA2","HHLA2 member of B7 family [Source:UniProtKB Gene Name;Acc:A0A8V0XKP2]","T cell costimulation; T cell receptor signaling pathway","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010006360","ENSGALG00010004824","ATM","ATM serine/threonine kinase [Source:NCBI gene (formerly Entrezgene);Acc:395401]","","Chicken","AvianImmunome"
"ENSGALP00010006364","ENSGALG00010004835","HHLA2","HHLA2 member of B7 family [Source:UniProtKB Gene Name;Acc:A0A8V0XKP2]","","Chicken","AvianImmunome"
"ENSGALP00010006365","ENSGALG00010004855","ZEB1","zinc finger E-box binding homeobox 1 [Source:NCBI gene (formerly Entrezgene);Acc:396029]","","Chicken","AvianImmunome"
"ENSGALP00010006367","ENSGALG00010004855","ZEB1","zinc finger E-box binding homeobox 1 [Source:NCBI gene (formerly Entrezgene);Acc:396029]","","Chicken","AvianImmunome"
"ENSGALP00010006370","ENSGALG00010004855","ZEB1","zinc finger E-box binding homeobox 1 [Source:NCBI gene (formerly Entrezgene);Acc:396029]","","Chicken","AvianImmunome"
"ENSGALP00010006371","ENSGALG00010004855","ZEB1","zinc finger E-box binding homeobox 1 [Source:NCBI gene (formerly Entrezgene);Acc:396029]","","Chicken","AvianImmunome"
"ENSGALP00010006374","ENSGALG00010004855","ZEB1","zinc finger E-box binding homeobox 1 [Source:NCBI gene (formerly Entrezgene);Acc:396029]","","Chicken","AvianImmunome"
"ENSGALP00010006375","ENSGALG00010004855","ZEB1","zinc finger E-box binding homeobox 1 [Source:NCBI gene (formerly Entrezgene);Acc:396029]","","Chicken","AvianImmunome"
"ENSGALP00010006378","ENSGALG00010004855","ZEB1","zinc finger E-box binding homeobox 1 [Source:NCBI gene (formerly Entrezgene);Acc:396029]","","Chicken","AvianImmunome"
"ENSGALP00010006382","ENSGALG00010004855","ZEB1","zinc finger E-box binding homeobox 1 [Source:NCBI gene (formerly Entrezgene);Acc:396029]","","Chicken","AvianImmunome"
"ENSGALP00010006387","ENSGALG00010004855","ZEB1","zinc finger E-box binding homeobox 1 [Source:NCBI gene (formerly Entrezgene);Acc:396029]","","Chicken","AvianImmunome"
"ENSGALP00010006394","ENSGALG00010004855","ZEB1","zinc finger E-box binding homeobox 1 [Source:NCBI gene (formerly Entrezgene);Acc:396029]","","Chicken","AvianImmunome"
"ENSGALP00010006418","ENSGALG00010004880","STAP1","signal transducing adaptor family member 1 [Source:UniProtKB Gene Name;Acc:A0A8V0XQL4]","","Chicken","AvianImmunome"
"ENSGALP00010006421","ENSGALG00010004880","STAP1","signal transducing adaptor family member 1 [Source:UniProtKB Gene Name;Acc:A0A8V0XQL4]","","Chicken","AvianImmunome"
"ENSGALP00010006444","ENSGALG00010004901","CUL5","cullin 5 [Source:UniProtKB Gene Name;Acc:A0A8V0XKY0]","cGAS/STING signaling pathway; innate immune response","Chicken","biomartGO"
"ENSGALP00010006492","ENSGALG00010004946","SH2D1B","SH2 domain containing 1B [Source:NCBI gene (formerly Entrezgene);Acc:418411]","adaptive immune response; immune system process; innate immune response","Chicken","biomartGO"
"ENSGALP00010006523","ENSGALG00010004968","TRAT1","T cell receptor associated transmembrane adaptor 1 [Source:UniProtKB Gene Name;Acc:F1NRE1]","","Chicken","AvianImmunome"
"ENSGALP00010006558","ENSGALG00010004987","MAP3K8","mitogen-activated protein kinase kinase kinase 8 [Source:UniProtKB Gene Name;Acc:E1C848]","immune system process","Chicken","biomartGO"
"ENSGALP00010006560","ENSGALG00010004987","MAP3K8","mitogen-activated protein kinase kinase kinase 8 [Source:UniProtKB Gene Name;Acc:E1C848]","immune system process","Chicken","biomartGO"
"ENSGALP00010006581","ENSGALG00010005004","CDK6","cyclin dependent kinase 6 [Source:NCBI gene (formerly Entrezgene);Acc:420558]","","Chicken","AvianImmunome"
"ENSGALP00010006583","ENSGALG00010005004","CDK6","cyclin dependent kinase 6 [Source:NCBI gene (formerly Entrezgene);Acc:420558]","","Chicken","AvianImmunome"
"ENSGALP00010006635","ENSGALG00010005025","THOC1","THO complex 1 [Source:NCBI gene (formerly Entrezgene);Acc:421062]","","Chicken","AvianImmunome"
"ENSGALP00010006636","ENSGALG00010005025","THOC1","THO complex 1 [Source:NCBI gene (formerly Entrezgene);Acc:421062]","","Chicken","AvianImmunome"
"ENSGALP00010006658","ENSGALG00010005048","ROCK1","Rho-associated, coiled-coil containing protein kinase 1 [Source:NCBI gene (formerly Entrezgene);Acc:373970]","leukocyte migration","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010006661","ENSGALG00010005048","ROCK1","Rho-associated, coiled-coil containing protein kinase 1 [Source:NCBI gene (formerly Entrezgene);Acc:373970]","","Chicken","AvianImmunome"
"ENSGALP00010006664","ENSGALG00010005048","ROCK1","Rho-associated, coiled-coil containing protein kinase 1 [Source:NCBI gene (formerly Entrezgene);Acc:373970]","","Chicken","AvianImmunome"
"ENSGALP00010006706","ENSGALG00010005098","","","T cell receptor signaling pathway","Chicken","biomartGO"
"ENSGALP00010006707","ENSGALG00010005104","ENPP3","ectonucleotide pyrophosphatase/phosphodiesterase 3 [Source:UniProtKB Gene Name;Acc:A0A8V0XEZ5]","","Chicken","AvianImmunome"
"ENSGALP00010006708","ENSGALG00010005104","ENPP3","ectonucleotide pyrophosphatase/phosphodiesterase 3 [Source:UniProtKB Gene Name;Acc:A0A8V0XEZ5]","","Chicken","AvianImmunome"
"ENSGALP00010006723","ENSGALG00010005122","IL8L1","interleukin 8-like 1 [Source:NCBI gene (formerly Entrezgene);Acc:395872]","antimicrobial humoral immune response mediated by antimicrobial peptide; immune response; neutrophil chemotaxis","Chicken","biomartGO"
"ENSGALP00010006733","ENSGALG00010005128","","","T cell activation","Chicken","biomartGO"
"ENSGALP00010006734","ENSGALG00010005131","IL8L2","interleukin 8-like 2 [Source:NCBI gene (formerly Entrezgene);Acc:396495]","antimicrobial humoral immune response mediated by antimicrobial peptide; immune response; leukocyte activation involved in inflammatory response; leukocyte chemotaxis; leukocyte chemotaxis involved in inflammatory response; lymphocyte chemotaxis; macrophage chemotaxis; neutrophil chemotaxis","Chicken","biomartGO"
"ENSGALP00010006735","ENSGALG00010005128","","","T cell activation; T cell receptor signaling pathway","Chicken","biomartGO"
"ENSGALP00010006737","ENSGALG00010005128","","","T cell activation","Chicken","biomartGO"
"ENSGALP00010006740","ENSGALG00010005138","","","immune response; leukocyte migration involved in inflammatory response","Chicken","biomartGO"
"ENSGALP00010006743","ENSGALG00010005142","","","T cell activation","Chicken","biomartGO"
"ENSGALP00010006747","ENSGALG00010005142","","","T cell activation; T cell receptor signaling pathway","Chicken","biomartGO"
"ENSGALP00010006757","ENSGALG00010005146","TGFB3","transforming growth factor beta 3 [Source:NCBI gene (formerly Entrezgene);Acc:396438]","","Chicken","AvianImmunome"
"ENSGALP00010006759","ENSGALG00010005146","TGFB3","transforming growth factor beta 3 [Source:NCBI gene (formerly Entrezgene);Acc:396438]","","Chicken","AvianImmunome"
"ENSGALP00010006766","ENSGALG00010005150","ALCAM","activated leukocyte cell adhesion molecule [Source:NCBI gene (formerly Entrezgene);Acc:396092]","adaptive immune response; immune system process","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010006768","ENSGALG00010005150","ALCAM","activated leukocyte cell adhesion molecule [Source:NCBI gene (formerly Entrezgene);Acc:396092]","","Chicken","AvianImmunome"
"ENSGALP00010006770","ENSGALG00010005150","ALCAM","activated leukocyte cell adhesion molecule [Source:NCBI gene (formerly Entrezgene);Acc:396092]","adaptive immune response; immune system process","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010006774","ENSGALG00010005150","ALCAM","activated leukocyte cell adhesion molecule [Source:NCBI gene (formerly Entrezgene);Acc:396092]","adaptive immune response; immune system process","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010006779","ENSGALG00010005150","ALCAM","activated leukocyte cell adhesion molecule [Source:NCBI gene (formerly Entrezgene);Acc:396092]","adaptive immune response; immune system process","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010006781","ENSGALG00010005150","ALCAM","activated leukocyte cell adhesion molecule [Source:NCBI gene (formerly Entrezgene);Acc:396092]","","Chicken","AvianImmunome"
"ENSGALP00010006793","ENSGALG00010005166","CBLB","Cbl proto-onco B [Source:UniProtKB Gene Name;Acc:A0A8V0XF80]","CD4-positive, alpha-beta T cell proliferation; T cell activation; T cell receptor signaling pathway; immune response","Chicken","biomartGO"
"ENSGALP00010006856","ENSGALG00010005194","","","innate immune response","Chicken","biomartGO"
"ENSGALP00010006876","ENSGALG00010005201","","","innate immune response","Chicken","biomartGO"
"ENSGALP00010006944","ENSGALG00010005232","GATA3","GATA binding protein 3 [Source:NCBI gene (formerly Entrezgene);Acc:419106]","T cell differentiation; T cell differentiation in thymus; T cell receptor signaling pathway; T-helper 2 cell differentiation; humoral immune response; lymphocyte migration; thymic T cell selection","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010007061","ENSGALG00010005275","L3MBTL3","L3MBTL histone methyl-lysine binding protein 3 [Source:UniProtKB Gene Name;Acc:A0A8V0XK48]","","Chicken","AvianImmunome"
"ENSGALP00010007064","ENSGALG00010005275","L3MBTL3","L3MBTL histone methyl-lysine binding protein 3 [Source:UniProtKB Gene Name;Acc:A0A8V0XK48]","","Chicken","AvianImmunome"
"ENSGALP00010007068","ENSGALG00010005275","L3MBTL3","L3MBTL histone methyl-lysine binding protein 3 [Source:UniProtKB Gene Name;Acc:A0A8V0XK48]","","Chicken","AvianImmunome"
"ENSGALP00010007071","ENSGALG00010005275","L3MBTL3","L3MBTL histone methyl-lysine binding protein 3 [Source:UniProtKB Gene Name;Acc:A0A8V0XK48]","","Chicken","AvianImmunome"
"ENSGALP00010007074","ENSGALG00010005275","L3MBTL3","L3MBTL histone methyl-lysine binding protein 3 [Source:UniProtKB Gene Name;Acc:A0A8V0XK48]","","Chicken","AvianImmunome"
"ENSGALP00010007089","ENSGALG00010005282","FLT1","fms related receptor tyrosine kinase 1 [Source:NCBI gene (formerly Entrezgene);Acc:374100]","","Chicken","AvianImmunome"
"ENSGALP00010007097","ENSGALG00010005282","FLT1","fms related receptor tyrosine kinase 1 [Source:NCBI gene (formerly Entrezgene);Acc:374100]","","Chicken","AvianImmunome"
"ENSGALP00010007105","ENSGALG00010005282","FLT1","fms related receptor tyrosine kinase 1 [Source:NCBI gene (formerly Entrezgene);Acc:374100]","","Chicken","AvianImmunome"
"ENSGALP00010007112","ENSGALG00010005282","FLT1","fms related receptor tyrosine kinase 1 [Source:NCBI gene (formerly Entrezgene);Acc:374100]","","Chicken","AvianImmunome"
"ENSGALP00010007134","ENSGALG00010005302","PSPC1","paraspeckle component 1 [Source:NCBI gene (formerly Entrezgene);Acc:418955]","activation of innate immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010007136","ENSGALG00010005302","PSPC1","paraspeckle component 1 [Source:NCBI gene (formerly Entrezgene);Acc:418955]","","Chicken","AvianImmunome"
"ENSGALP00010007278","ENSGALG00010005359","MEIS2","Meis homeobox 2 [Source:NCBI gene (formerly Entrezgene);Acc:395588]","","Chicken","AvianImmunome"
"ENSGALP00010007281","ENSGALG00010005360","CAMK1D","calcium/calmodulin dependent protein kinase ID [Source:UniProtKB Gene Name;Acc:A0A8V0XN80]","","Chicken","AvianImmunome"
"ENSGALP00010007282","ENSGALG00010005359","MEIS2","Meis homeobox 2 [Source:NCBI gene (formerly Entrezgene);Acc:395588]","","Chicken","AvianImmunome"
"ENSGALP00010007287","ENSGALG00010005360","CAMK1D","calcium/calmodulin dependent protein kinase ID [Source:UniProtKB Gene Name;Acc:A0A8V0XN80]","","Chicken","AvianImmunome"
"ENSGALP00010007288","ENSGALG00010005357","TNIP3","TNFAIP3 interacting protein 3 [Source:UniProtKB Gene Name;Acc:A0A8V0XN54]","MyD88-independent toll-like receptor signaling pathway; toll-like receptor 4 signaling pathway","Chicken","biomartGO"
"ENSGALP00010007289","ENSGALG00010005360","CAMK1D","calcium/calmodulin dependent protein kinase ID [Source:UniProtKB Gene Name;Acc:A0A8V0XN80]","","Chicken","AvianImmunome"
"ENSGALP00010007291","ENSGALG00010005359","MEIS2","Meis homeobox 2 [Source:NCBI gene (formerly Entrezgene);Acc:395588]","","Chicken","AvianImmunome"
